firm,man,mh,mms,q,firm.q
fiat,fca italy spa,fiat group,"fca italy s.p.a., c.so g. agnelli 200, torino, italija",245,4971535
fiat,fca italy spa,fiat group,"fca italy s.p.a., torino, italie",1013,4971535
fiat,fca italy spa,fiat group,"fca italy s.p.a., torino, italija",2810,4971535
fiat,fca italy spa,fiat group,fca italy s.p.a./focaccia group,1,4971535
fiat,fca italy spa,fiat group,fca italy spa,327165,4971535
fiat,fca italy spa,fiat group,fca italy spa/sea spa,1,4971535
fiat,fca italy spa,fiat group,fca italy(i),169985,4971535
fiat,fca italy spa,fiat group,fiat auto poland s.a.,1,4971535
fiat,fca italy spa,fiat group,fiat auto s.p.a.,1482,4971535
fiat,fca italy spa,fiat group,"fiat auto s.p.a., torino, italie",13,4971535
fiat,fca italy spa,fiat group,fiat auto spa,8,4971535
fiat,fca italy spa,fiat group,fiat group,28508,4971535
fiat,fca italy spa,fiat group,fiat group automob. spa,961,4971535
fiat,fca italy spa,fiat group,fiat group automobiles,2,4971535
fiat,fca italy spa,fiat group,fiat group automobiles s.p.a,2,4971535
fiat,fca italy spa,fiat group,fiat group automobiles s.p.a.,587932,4971535
fiat,fca italy spa,fiat group,"fiat group automobiles s.p.a., italie",2055,4971535
fiat,fca italy spa,fiat group,"fiat group automobiles s.p.a., torino, italija",614,4971535
fiat,fca italy spa,fiat group,fiat group automobiles spa,73952,4971535
fiat,fca italy spa,fiat group,fiat group automobiles spa-focaccia,95,4971535
fiat,fca italy spa,fiat group,fiat group automobiles/api cz s.r.o.,2,4971535
fiat,fca italy spa,fiat group,fiat group automobiles/lateral design ltd,8,4971535
fiat,fca italy spa,fiat group,fiat s.p.a.,1,4971535
fiat,fca italy spa,fiat group,fiat/focaccia group,9,4971535
fiat,fca italy spa,fiat group,fiat/olmedo special vehicles,370,4971535
fiat,fca italy spa,fiat group,fiat/orion srl,73,4971535
fiat,fca italy spa,fiat group,fiat/tripod mobility b.v.,88,4971535
fiat,fca italy spa,fiat group,lancia,611,4971535
fiat,fca italy spa,fiat group,lateral design concepts,4,4971535
fiat,fca italy spa,fiat group,mprojekt,6,4971535
fiat,fca italy spa,fiat group,n/a,1400,4971535
fiat,fca italy spa,fiat group,pilote,1,4971535
fiat,fca italy spa,fiat group,trans-poz,1,4971535
fiat,fca italy spa,fiat group,tripod,2,4971535
fiat,fiat group,unknown,,2,4971535
fiat,fiat group automobiles spa,unknown,fiat group,91,4971535
fiat,fiat group automobiles spa,unknown,fiat ducato,1,4971535
fiat,aa-iva,aa-iva,fiatchrysler,1,4971535
fiat,aa-iva,aa-iva,fiat auto spa,1,4971535
fiat,fiat group automobiles spa,unknown,fiat/orion srl,239,4971535
fiat,aa-iva,unknown,fiat lancia (i),1,4971535
fiat,fiat group automobiles spa,unknown,fiat 100 d 600 d,1,4971535
fiat,fiat group automobiles spa,unknown,fiat/ambitalia spa,14,4971535
fiat,fiat group automobiles spa,unknown,fiat/focaccia group,48,4971535
fiat,aa-nss,aa-nss,fiat auto poland s.a.,3,4971535
fiat,fiat group automobiles spa,unknown,fiat 127 a berlina 127,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 110 f  berlina 500,5,4971535
fiat,fiat group automobiles spa,unknown,fiat 1107 a  campagnola,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 110 f berlina 500 l,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 1101 a campagnola a,4,4971535
fiat,fiat group automobiles spa,unknown,fiat 103 p berlina 1100 r,2,4971535
fiat,fiat group automobiles spa,unknown,fiat 110 f ii berlina 500,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 1107 a ii f,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 185bxs1a 30,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 843axd1a 03,1,4971535
fiat,fiat group automobiles spa,unknown,fiat/ggg elettromeccanica,12,4971535
fiat,aa-iva,aa-iva,fiat group automobiles spa,82,4971535
fiat,fiat group automobiles spa,unknown,,689,4971535
fiat,fiat group automobiles spa,unknown,abarth,3,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia industriale  162b1d,1,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia industriale spa 156 d1      vd,1,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia industriale spa 162b1g,2,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia industriale spa 162b2b,1,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia industriale spa 831abo26,3,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia spa 164a2f alfa romeo,1,4971535
fiat,fiat group automobiles spa,unknown,alfa lancia spa 831abo27 lancia delta,1,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo 105 39 giulia 1300ti,1,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo 2000 spider                  vd,1,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo auto 162a1                   no,1,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo auto spa 116 55 g            nt,1,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo giulietta spider,2,4971535
fiat,fiat group automobiles spa,unknown,alfa romeo giulietta sprint,1,4971535
fiat,fiat group automobiles spa,unknown,automobiles dangel,3,4971535
fiat,fiat group automobiles spa,unknown,bavaria,2,4971535
fiat,fiat group automobiles spa,unknown,capron,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 1102 b campagnola b diesel,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 120 nuova 500 giardiniera,2,4971535
fiat,fiat group automobiles spa,unknown,fiat 124 cc coupe'124 sport 1600,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 124 cs1 spider 124 sport 1800,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 124 cs1 spider 124 sport 1800 usa,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 125 b  berlina 125 special,1,4971535
fiat,fiat group automobiles spa,unknown,fiat 141 a                              si,5,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s p a 126a1 p4                si,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s p a 141 a4                  si,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s p a 141ak53b fiat panda,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s p a 141as53b fiat panda,4,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s p a 146am53a                no,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 164k2b                 st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axb1a 01  fiat doblo',1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axe1a 02  fiat doblo',1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axe1a 02c fiat doblo',1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axf1a 04,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axm1a 08,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a. 223axp1a 10b,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto s.p.a.179bxc1a 3al,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa- 841axc11 01b lancia thesis,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa  141ak53b 00 fiat panda,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa  141ak53b 00b fiat panda,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa  185axc1a 02 (fiat marea) st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 1107 a df                 si,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 1107 a dfl                si,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 1107a dfl i               si,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 138 a9 5 fiat             no,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 141ae53b                  si,9,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 141ai43a                  si,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 141aw53a 04b fiat panda,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 141aw53b 05 fiat panda,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 141aw53b 05h fiat panda,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 154le55a fiat croma       st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 156ah53a autobianchi y10,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 160ab55a  fiat tipo       st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 160au55a fiat tipo        st,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176aq55a 01c fiat punto   st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176aq55a01 fiat punto     st,15,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176ar55f fiat punto       st,4,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176as53h fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176at55a25  fiat punto    st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 176cg55a22  fiat punto    st,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 182aa1aa fiat bravo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 182ar1aa 22b fiat bravo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 182br1aa 23b fiat brava   st,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 182bu1aa 28 fiat brava,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 183sa1aa 00 fiat barchetta,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 185bxn1a 22               st,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 186amb1a 03 multipla      st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 186axb1a 01bfiat multipla st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 187axa1a 00e fiat seicento,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 187axb1a 01 fiat seicento,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 187axb1a 01b fiat seicento,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 187axc1a 02 fiat seicento,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 187axc1a 02h fiat seicento,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188axa1a 00m fiat punto,3,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188axa1a 00r fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188axa1a 00z fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188axe1a 10c fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188axh1a 16f fiat punto,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxa1a 01c fiat punto   st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxa1a 01f fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxa1a 01m fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxb1a 03f fiat punto,3,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxb1a 03m fiat punto,9,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxe1a 11 fiat punto    st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 188bxg1a 14d fiat punto,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192axb1a 02b fiat stilo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192axc1a 04  fiat stilo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192axc1a 04b fiat stilo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192axe1a 08c fiat stilo,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192bxe1a 09b fiat stilo,2,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 192bxe1a 09c,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 220ac5 fiat ulysse        st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 230bbmra fiat ducato   m1,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 230bdmra fiat ducato   m1,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 230bgmsb fiat ducato,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 831ab025  lancia delta  si,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 834fa54a lancia thema     st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 838al1aa 42 lancia k      st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 839axa1a 00 lancia lybra  st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 839axn1a 22c lancia lybra,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 839bxd1a 07               st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 839bxg1a 15b lancia lybra sw,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 839bxn1a 23c,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 840ae1a 06  lancia y,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 840af1a 07 lancia y,3,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 840af1a 07b lancia y,3,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 840af1a 07c lancia y,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 843axa1a 00c,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 843axd1a 03b,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 916sxa00 37b,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 930b2b00 27 alfa romeo 146st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932a2c0044b alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932a2c0044c alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932a2c0044d alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932b2c00 45  alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932b2c00 45b alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 932bxc00 51 alfa romeo 156,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 937axd1a 04b alfa romeo 147,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 937bxa1a 05c alfa romeo 147,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 937bxb1a 06 alfa romeo 147,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa 937bxd1a 08 alfa romeo 147,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa alfa romeo 156 932a2000 03st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat auto spa alfa romeo 156 932a2a00 05st,1,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles-dangel,2,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles s.p.a.,29,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa,34,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa-focaccia,34,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 188axa1a00y,1,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axa1a 00b,1,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axa1a 00d,1,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axc1a 01,1,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axd1b 02b,11,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axd1b 02c,4,4971535
fiat,fiat group automobiles spa,unknown,fiat group automobiles spa 263axf1b 04,2,4971535
fiat,fiat group automobiles spa,unknown,fiat nuova 500 d  tipo 110d,1,4971535
fiat,fiat group automobiles spa,unknown,fiat/olmedo special vehicles,19,4971535
fiat,fiat group automobiles spa,unknown,innocenti milano spa  b55lb9n,1,4971535
fiat,fiat group automobiles spa,unknown,innocenti mini matic b 38/3,1,4971535
fiat,fiat group automobiles spa,unknown,iveco es3 1m3a a25mbn1 micro vett edy a(b),5,4971535
fiat,fiat group automobiles spa,unknown,iveco es3 1m5a a25mbn1 micro vett edy a,9,4971535
fiat,fiat group automobiles spa,unknown,iveco fiat 40 10 1w a 2 8   ctg n1,1,4971535
fiat,fiat group automobiles spa,unknown,lancia,2,4971535
fiat,fiat group automobiles spa,unknown,lancia 137 as lancia beta montecarlo,1,4971535
fiat,fiat group automobiles spa,unknown,"lancia 818 630  fulvia coupe' 1,3 s 2 s",2,4971535
fiat,fiat group automobiles spa,unknown,lancia 828 cb3 lancia beta 1300,1,4971535
fiat,fiat group automobiles spa,unknown,pilote,5,4971535
fiat,unknown,unknown,fiat group automobiles spa,1,4971535
fiat,aa-iva,aa-iva,fiat group automobiles s.p.a,1,4971535
fiat,aa-iva,aa-iva,fiat group automobiles s.p.a.,23,4971535
audi,aa-iva,aa-iva,audi,4044,5027290
audi,aa-nss,aa-nss,audi,2,5027290
audi,audi ag,audi ag,audi,3124911,5027290
audi,audi ag,duplicate,audi,663,5027290
audi,audi ag,out of scope,audi,3,5027290
audi,audi ag,unknown,audi,1949,5027290
audi,audi hungaria motor kft,audi hungaria,audi,2834,5027290
audi,audi sport gmbh,audi sport,audi,17,5027290
audi,ford-werke gmbh,ford werke gmbh,audi,1,5027290
audi,quattro gmbh,quattro,audi,518,5027290
audi,audi ag,audi ag,audiag,1096,5027290
audi,aa-iva,aa-iva,audi ag,2883,5027290
audi,audi ag,audi ag,,105907,5027290
audi,audi ag,audi ag,audi 4b aakeq1 qa5vabr99r               st,1,5027290
audi,audi ag,audi ag,audi 4b hakeq1 qm6eaqr70r               st,1,5027290
audi,audi ag,audi ag,audi 4b lakeq1 qm6eamr92q  audi a6      st,1,5027290
audi,audi ag,audi ag,audi 4f aasbq1 qa6la0r4f607gg,1,5027290
audi,audi ag,audi ag,audi 4f abpjf1 fm6xc0r4f600gg,1,5027290
audi,audi ag,audi ag,audi 4f acancq1 qa69l162r4f60s57mg,1,5027290
audi,audi ag,audi ag,audi 4f acdyaq1 qa69l157r4f70s57mg,4,5027290
audi,audi ag,audi ag,audi 4f acdyaq1 qa69l157r4f80s57mg,1,5027290
audi,audi ag,audi ag,audi 4f lcahaf1 favan001r4f60s57mg,1,5027290
audi,audi ag,audi ag,audi 4f lcajaq1 qa69l159r4f90s57mg,1,5027290
audi,audi ag,audi ag,audi 4f lcanaf1 fm6a2003r4f60s57mg,1,5027290
audi,audi ag,audi ag,audi 4h lcdsbq1 qa8bl002r4h81s57mg,1,5027290
audi,audi ag,audi ag,audi 4l xcasaq1 qa69d052r4l217mbs7fl,1,5027290
audi,audi ag,audi ag,audi 8e aasbq1 qa6lb0r8e607gg,1,5027290
audi,audi ag,audi ag,audi 8e aasbq1 qa6lb0r8e717gg,1,5027290
audi,audi ag,audi ag,audi 8e aavff1 fm6eacr8e50o             st,3,5027290
audi,audi ag,audi ag,audi 8e lawxf1 fm52fcr8e50o  audi a4    st,1,5027290
